Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Micronesia, Fed. Sts.","FSM","","","11.652862879514","10.6625174993632","11.3604778065492","11.1842587343276","12.539792219967","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Moldova","MDA","","9.65348479576145","7.08153027591828","6.27005429256181","6.98702284015421","7.1013417885758","7.52690186248248","8.25914979865532","7.46126953277709","7.0793558531369","6.86098721838949",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Monaco","MCO","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Mongolia","MNG","","7.00335796724534","8.2458630265106","5.68301400558715","6.26422173713564","7.65835679391382","7.3581047744223","8.9445887556762","9.56228126487515","9.47410191948952","9.69597228683613",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Montenegro","MNE","","","2.81080596306065","2.41065582664513","2.4756551911563","2.95342338192527","2.87047071047185","2.76425970006781","3.29333170932338","2.89243172552071","1.99151112504161",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Morocco","MAR","","4.62349277383786","5.07855159222507","4.92294988768602","4.45617594574163","4.22141802821922","4.55476439304312","5.22802387831422","5.12256917182939","5.72815313778767","5.44913861570711",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Mozambique","MOZ","","","5.22621416224497","3.46537907861535","1.9917988604442","2.52749633779479","2.85129142985992","3.03613922748803","3.68277955383202","2.88587645392198","1.28352669775177",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Myanmar","MMR","","1.21923332955228","1.14064012779307","1.53824577415393","2.91594485023438","1.11917119711292","0.844219334572968","0.903194002327819","1.31140932930997","0.736709556158191","0.625447844166508",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Namibia","NAM","","5.27598984242856","0.716512271082439","0.884409704227047","0.75280155531359","0.689644716066778","0.876666406265809","1.00972029068849","1.30197966251807","1.1937645971806","1.08868818751433",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Nauru","NRU","","","12.2685139520681","6.26065565103971","3.60178474768263","6.15172327765466","11.1607329193487","6.48700337983364","10.2891514455305","9.82845833623804","7.48977675029448",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Nepal","NPL","","6.0892003688018","8.98134940266035","6.51441990223937","8.21002003625529","7.95201540498489","7.74704414076486","8.67528448007122","6.33045342291167","7.50184999480825","6.26698468458562",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Netherlands","NLD","","5.89960692936146","3.57921808950146","3.36759394343263","3.35172886809489","3.39812985310736","3.743955472222","3.51825098089624","4.14813306589806","4.07774094490941","3.85310378322941",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","New Caledonia","NCL","","","7.91567714976277","7.44550910808358","7.45306152936575","7.47883332644394","7.5678518310266","6.77607916548542","7.46403951813906","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","New Zealand","NZL","","7.10942616903239","7.60261738810679","7.2020848409189","7.42957637152315","7.52266975821293","7.58035311186315","7.82416153962212","8.41954697838118","8.43913975289006","8.02396606849385",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Nicaragua","NIC","","6.2877389091272","4.29700928154005","3.67787908972493","3.38145949965624","3.84476584404408","3.90486332978346","3.67602504544536","4.25152574915998","4.81663785481466","5.1855814091706",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Niger","NER","","7.00711151210122","3.38079477657194","1.85864350309122","4.83046714614185","2.70221194472837","3.9857594260526","4.74657272193936","4.35226545013939","4.08475171845022","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Nigeria","NGA","","5.07592920351858","11.7821812916923","10.4995739887213","11.4251052021402","11.93934118138","10.6469157698618","12.5327592021445","9.62588835556488","16.0874482560529","18.4512656559857",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","North Macedonia","MKD","","3.26209325718104","2.39777419393303","2.29286251061477","2.34571688529088","2.52037934910508","2.5203324366946","2.89137347573536","2.88514772868894","2.97581964700313","3.05771361935185",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Northern Mariana Islands","MNP","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Norway","NOR","","9.88967033468476","12.2037363109059","12.2204032312077","12.9271601753139","13.5965070660681","13.5550813981928","13.3357171528196","13.1773801536831","13.431868651955","13.1757886185558",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Oman","OMN","","9.903174506493","5.12804184549355","5.10660109683346","4.77707988012459","4.35935023370255","5.49024357226284","6.00349506650719","8.46844051286481","8.33781495299632","9.0944288108368",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Pakistan","PAK","","4.77299185098952","3.42363054778089","3.9384106381625","3.78512126293403","3.3315028372689","4.31943059384838","5.43375426761548","5.70645740369404","5.27302673486572","4.23688702829611",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Palau","PLW","","","10.431330673095","10.3608690266123","10.540148839691","9.76303652490057","7.75561513842423","10.4546788087339","11.2024411160654","11.2656027029229","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Panama","PAN","","2.97608021832821","2.674754504054","2.26605259644907","1.83697256974124","3.40753197327079","3.73327431266417","4.64817142690093","5.79392490565373","4.39310574332049","4.5221779077851",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Papua New Guinea","PNG","","2.82314638840364","2.19385424467352","2.57237190526872","2.38882251134041","2.29282910346313","2.80812820682372","3.45470342301661","4.0083678276517","3.53916840700277","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Paraguay","PRY","","4.87301677710062","2.5359440227437","2.43933034602676","3.03986602607128","3.28699910153001","3.43152488635013","4.38930212117092","4.77645490105453","4.36042383846631","3.95577302466936",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Peru","PER","","6.86113893736922","4.7849471239775","4.11534068400235","3.97135268833874","4.23707215123116","4.34544037057984","5.59909544903043","6.24027256946487","6.18271595148155","6.64082116705214",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Philippines","PHL","","5.21500198289049","9.08480650217546","8.52568059387036","8.97312844216164","10.7013509703167","12.6368536880724","13.1696135420308","11.4023608204034","10.5291162494124","9.61410596159944",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Poland","POL","","5.97325408618128","4.50276133731863","3.7535279106319","4.05621562058455","3.91814421310997","3.79219065485938","3.84705659321315","3.79049143983249","3.61099263609634","3.4739665375282",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Portugal","PRT","","5.92503138697243","5.24246358105824","5.21604998186501","5.42817703553501","5.60792234638135","5.69293052871183","5.78455434712209","5.88889564423948","6.04698564031659","6.277048168313",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Puerto Rico","PRI","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Qatar","QAT","","","","17.8408985403236","19.5672252797391","19.8954098513444","20.1095563491518","19.6401542540371","20.7198788141095","19.7515515878099","17.860239113011",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Romania","ROU","","3.2309360318034","2.94184926877574","2.91613742760621","2.90096179688632","2.79671003401896","3.15946936042588","3.12395070047255","3.07349438976902","4.32810203630214","4.68378784248232",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Russian Federation","RUS","","15.132344736978","9.39966022389007","9.1069359573379","10.8154361207233","12.6698311293177","12.9128718410701","13.6385730586157","10.39246805746","10.8737084644597","11.2951959616479",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Rwanda","RWA","","","7.31462934455489","6.55988747371124","5.61236535754725","5.14857558719786","5.02374041295135","11.5414974226057","11.7381123775299","13.3409751052611","11.9930978951192",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Samoa","WSM","","","6.95949058793207","5.21622816967648","5.60741981127872","3.35475768523831","0.985235717250506","0.780412402303068","0.524923409121959","0.950797329404069","0.980115478020941",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","San Marino","SMR","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Sao Tome and Principe","STP","","5.85261169307198","0.456361817827774","0.917854178446824","2.22589826327986","1.75309012768387","7.85349169992134","11.8792433738116","11.1449630475852","8.90329484434718","8.92802364678821",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Saudi Arabia","SAU","","","12.6725566789492","9.19398314318631","8.35756777551969","8.10798948375028","9.70514613898072","8.23510019391582","8.91978212044119","9.4392543227334","8.56023595709856",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Senegal","SEN","","7.16161860272934","4.16800675847532","3.88876238646792","3.56742885893243","3.62957065953611","3.8548418458025","4.15049647591838","4.46623283391767","3.93363745423424","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Serbia","SRB","","","5.8476535630708","5.50671868518062","5.44188601341607","5.45860922443749","5.66219199284146","6.06461779831884","6.23075355968002","6.12400241581043","6.16852555527403",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Seychelles","SYC","","8.76779761554342","6.01305645677004","5.50415708232275","4.09869769310475","4.00801587390205","4.10206576617381","3.80048106657115","6.13971623674457","6.09338162580584","5.49025352034366",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Sierra Leone","SLE","","13.8129710045219","1.94280564240347","1.04681109086815","1.28203072126225","3.14133312256058","1.56659738127918","1.52499905887292","2.52980706419998","3.52570589587065","3.77996675695004",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Singapore","SGP","","2.68172179200985","4.54194314259536","4.36228074322771","4.54583376342505","4.61449255807649","4.81484209309721","5.08396868334011","5.41459113137073","4.94984275434501","4.55020057120615",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Sint Maarten (Dutch part)","SXM","","","","11.5339032781415","11.6379870833514","9.60436022704808","8.97669992799093","10.4125175004437","10.0810196620887","9.73603911820853","8.51334640872217",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Slovak Republic","SVK","","2.33625261829104","3.11013234110087","2.92344509732445","2.84057265310824","2.87714763942894","2.92287327606189","2.87859403441453","2.98059916596011","2.9328311377712","2.80815871532977",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Slovenia","SVN","","4.79747427089856","5.38334984687292","4.80614814925463","4.64494344881178","4.70724164303205","4.76378050356431","4.59636391802297","4.78528519474565","4.54564368289181","4.21483334690866",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Solomon Islands","SLB","","7.39723056912504","9.34524989334436","10.8180370241173","10.6836585732538","9.58540833140869","9.59470893555911","9.78550905704209","11.9529330372505","10.705427112081","7.11028709305686",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","Somalia","SOM","","","","","","","","","","","",""
"International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","South Africa","ZAF","","8.11489965486597","7.90550874992522","6.80336620437115","5.78241973716124","5.32230763600583","5.46039136045131","5.72489967792894","5.99155673012446","6.12984563972454","5.82867789187758",""
